ID;Funcionário_deixou_a_empresa;Idade;Frequência de Viagens;Distância_do_trabalho;Formação;E-Sat;Gênero;Estado_Civil;Salário;Qte_Empresas_Trabalhadas;Faz_hora_extras?;Perc_de_aumento;Qte_ações_da_empresa;Tempo_de_carreira;Horas_de_treinamento;Equilibrio_de_Vida;Tempo_de_empresa;Anos_no_mesmo_cargo;Anos_desde_a_ultima_promocao;Anos_com_o_mesmo_chefe
616;Não;27;Não viaja;3;Ensino Superior;Muito Alto;H;Casado;1706;1;Não;11;3;0;6;Bom;0;0;0;0
617;Não;51;Viaja raramente;26;Mestrado;Baixo;M;Casado;16307;2;Não;14;1;29;2;Bom;20;6;4;17
618;Não;44;Viaja raramente;4;Ensino Superior;Muito Alto;H;Solteiro;5933;9;Não;12;0;10;2;Bom;5;2;2;3
619;Não;25;Viaja raramente;2;Ensino Médio;Baixo;H;Solteiro;3424;7;Não;13;0;6;3;Bom;4;3;0;1
620;Não;33;Viaja raramente;1;Ensino Superior;Baixo;H;Divorciado;4037;1;Não;22;1;9;5;Muito bom;9;8;0;8
621;Não;35;Viaja raramente;27;Ensino Médio;Alto;M;Solteiro;2559;1;Não;11;0;6;3;Bom;6;5;1;1
622;Não;36;Viaja raramente;1;Ensino Técnico;Médio;H;Casado;6201;1;Sim;14;1;18;1;Bom;18;14;4;11
623;Não;32;Viaja raramente;13;Mestrado;Médio;H;Divorciado;4403;2;Não;11;1;8;3;Bom;5;2;0;3
624;Não;30;Viaja frequentemente;5;Mestrado;Médio;H;Divorciado;3761;9;Não;12;1;10;3;Bom;5;4;0;3
625;Não;53;Viaja raramente;7;Ensino Técnico;Baixo;M;Casado;10934;7;Sim;18;1;35;3;Muito bom;5;2;0;4
626;Não;45;Viaja raramente;9;Ensino Superior;Muito Alto;H;Divorciado;10761;4;Sim;12;1;18;2;Muito bom;5;4;0;2
627;Não;32;Viaja raramente;8;Ensino Técnico;Alto;M;Casado;5175;5;Não;12;1;9;3;Bom;5;3;1;3
628;Não;52;Viaja frequentemente;25;Mestrado;Alto;M;Casado;13826;3;Não;22;0;31;3;Muito bom;9;8;0;0
629;Não;37;Viaja raramente;16;Mestrado;Muito Alto;H;Divorciado;6334;4;Não;19;2;9;2;Muito bom;1;0;0;0
630;Não;28;Viaja raramente;8;Ensino Técnico;Médio;H;Divorciado;4936;1;Não;13;1;6;6;Muito bom;5;1;0;4
631;Não;22;Viaja raramente;1;Ensino Técnico;Muito Alto;H;Casado;4775;6;Não;22;2;4;2;Ruim;2;2;2;2
632;Não;44;Viaja raramente;8;Mestrado;Baixo;H;Casado;2818;2;Sim;24;1;10;2;Bom;3;2;0;2
633;Não;42;Viaja frequentemente;2;Ensino Médio;Médio;H;Solteiro;2515;5;Sim;14;0;8;2;Muito bom;2;1;2;2
634;Não;36;Viaja raramente;8;Ensino Superior;Baixo;H;Casado;2342;0;Não;21;0;6;3;Muito bom;5;4;0;3
635;Não;25;Viaja raramente;3;Ensino Médio;Alto;H;Casado;4194;1;Sim;18;0;5;3;Muito bom;5;3;0;3
636;Não;35;Viaja raramente;9;Ensino Superior;Muito Alto;M;Casado;10685;1;Sim;20;1;17;2;Muito bom;17;14;5;15
637;Sim;35;Viaja frequentemente;25;Mestrado;Muito Alto;M;Divorciado;2022;1;Sim;19;1;10;3;Bom;10;2;7;8
638;Não;32;Não viaja;1;Ensino Superior;Muito Alto;H;Divorciado;2314;0;Não;12;1;4;2;Muito bom;3;0;0;2
639;Não;25;Viaja raramente;4;Ensino Médio;Alto;H;Casado;4256;1;Não;12;0;5;1;Excelente;5;2;0;3
640;Não;49;Viaja raramente;1;Ensino Superior;Alto;M;Casado;3580;2;Não;16;1;7;2;Muito bom;4;2;0;2
641;Não;24;Não viaja;4;Ensino Médio;Baixo;H;Casado;3162;0;Não;17;0;6;2;Bom;5;2;3;4
642;Não;32;Viaja frequentemente;5;Ensino Técnico;Médio;H;Casado;6524;1;Não;14;1;10;3;Muito bom;10;8;5;3
643;Não;38;Viaja raramente;9;Ensino Superior;Médio;H;Casado;2899;0;Não;19;1;3;3;Muito bom;2;2;1;2
644;Não;42;Viaja raramente;3;Ensino Superior;Alto;M;Casado;5231;2;Sim;13;1;17;1;Bom;5;3;1;3
645;Não;31;Viaja raramente;11;Mestrado;Muito Alto;H;Casado;2356;3;Sim;19;1;8;2;Muito bom;6;4;0;2
646;Sim;29;Viaja raramente;1;Ensino Superior;Médio;M;Divorciado;2800;6;Sim;19;3;5;3;Muito bom;3;2;0;2
647;Não;53;Viaja raramente;8;Ensino Superior;Baixo;H;Casado;11836;5;Não;14;1;28;3;Muito bom;2;0;2;2
648;Não;35;Viaja raramente;25;Ensino Superior;Muito Alto;H;Casado;10903;3;Não;16;0;16;2;Muito bom;13;10;4;8
649;Não;37;Viaja frequentemente;21;Ensino Técnico;Alto;M;Casado;2973;5;Não;15;1;10;3;Muito bom;5;4;0;0
650;Não;53;Viaja raramente;23;Mestrado;Muito Alto;M;Solteiro;14275;6;Não;18;0;33;0;Muito bom;12;9;3;8
651;Não;43;Viaja frequentemente;1;Ensino Superior;Muito Alto;M;Casado;5562;4;Não;13;1;12;2;Bom;5;2;2;2
652;Não;47;Viaja raramente;2;Ensino Técnico;Alto;M;Casado;4537;0;Sim;22;1;8;2;Muito bom;7;6;7;7
653;Não;37;Não viaja;19;Ensino Técnico;Baixo;H;Solteiro;7642;1;Sim;13;0;10;2;Muito bom;10;0;0;9
654;Não;50;Não viaja;2;Mestrado;Baixo;H;Divorciado;17924;1;Não;11;1;31;3;Muito bom;31;6;14;7
655;Não;39;Viaja raramente;2;Ensino Superior;Muito Alto;M;Casado;5204;8;Não;11;2;13;2;Muito bom;5;4;0;4
656;Não;33;Viaja raramente;3;Ensino Técnico;Muito Alto;H;Divorciado;2277;3;Sim;11;1;7;4;Excelente;4;3;0;3
657;Sim;32;Viaja raramente;25;Mestrado;Baixo;H;Solteiro;2795;1;Sim;24;0;1;2;Ruim;1;0;0;1
658;Não;29;Viaja raramente;7;Ensino Médio;Baixo;M;Divorciado;2532;6;Não;14;3;8;5;Muito bom;4;3;0;3
659;Não;44;Viaja raramente;9;Ensino Técnico;Médio;H;Casado;2559;1;Sim;13;0;8;0;Muito bom;8;7;7;1
660;Não;28;Viaja raramente;5;Mestrado;Baixo;H;Solteiro;4908;1;Não;14;0;4;3;Muito bom;4;2;0;2
661;Sim;58;Viaja frequentemente;2;Ensino Médio;Muito Alto;H;Divorciado;2380;9;Sim;14;1;3;3;Bom;1;0;0;0
662;Não;43;Viaja raramente;8;Ensino Superior;Baixo;M;Divorciado;4765;4;Não;21;1;4;2;Excelente;1;0;0;0
663;Sim;20;Viaja raramente;2;Ensino Superior;Alto;M;Solteiro;2044;1;Não;13;0;2;3;Bom;2;2;0;2
664;Sim;21;Viaja raramente;18;Ensino Médio;Muito Alto;M;Solteiro;2693;1;Não;19;0;1;3;Bom;1;0;0;0
665;Não;36;Viaja raramente;14;Ensino Médio;Alto;H;Casado;6586;0;Sim;17;1;17;2;Bom;16;8;4;11
666;Não;47;Viaja raramente;2;Mestrado;Muito Alto;M;Solteiro;3294;1;Sim;18;0;3;3;Bom;3;2;1;2
667;Sim;22;Viaja raramente;3;Ensino Médio;Médio;M;Casado;4171;0;Sim;19;1;4;3;Excelente;3;2;0;2
668;Sim;41;Viaja raramente;2;Mestrado;Médio;M;Divorciado;2778;4;Sim;13;1;10;1;Bom;7;7;1;0
669;Não;28;Viaja raramente;9;Ensino Superior;Alto;M;Divorciado;2377;5;Não;18;1;6;2;Muito bom;2;2;2;2
670;Sim;39;Viaja raramente;6;Ensino Superior;Muito Alto;H;Casado;2404;7;Sim;21;0;8;2;Ruim;2;2;2;2
671;Não;27;Viaja raramente;4;Ensino Superior;Médio;M;Solteiro;2318;1;Não;19;0;1;2;Muito bom;1;1;0;0
672;Não;34;Viaja raramente;10;Ensino Superior;Médio;H;Divorciado;2008;1;Não;14;2;1;3;Muito bom;1;0;1;0
673;Não;42;Viaja raramente;14;Ensino Técnico;Alto;M;Solteiro;6244;7;Não;17;0;10;6;Muito bom;5;4;0;3
674;Não;33;Viaja raramente;1;Mestrado;Alto;H;Solteiro;2799;3;Sim;11;0;6;1;Muito bom;3;2;0;2
675;Não;58;Viaja raramente;5;Ensino Superior;Alto;M;Divorciado;10552;2;Sim;13;1;24;3;Muito bom;6;0;0;4
676;Não;31;Viaja raramente;7;Mestrado;Médio;H;Casado;2329;3;Não;15;0;13;2;Excelente;7;7;5;2
677;Não;35;Viaja raramente;21;Ensino Médio;Muito Alto;M;Casado;4014;1;Sim;25;1;10;2;Ruim;10;6;0;7
678;Não;49;Viaja raramente;8;Ensino Técnico;Baixo;M;Casado;7403;4;Não;11;1;29;3;Bom;26;9;1;7
679;Não;48;Viaja raramente;20;Mestrado;Muito Alto;H;Casado;2259;4;Não;17;2;13;2;Bom;0;0;0;0
680;Não;31;Não viaja;20;Ensino Técnico;Muito Alto;M;Casado;6932;1;Não;13;1;9;2;Bom;9;8;0;0
681;Não;36;Viaja raramente;7;Mestrado;Médio;H;Solteiro;4678;2;Não;18;0;8;6;Muito bom;6;2;0;1
682;Não;38;Viaja raramente;1;Ensino Superior;Muito Alto;M;Casado;13582;1;Não;13;1;15;3;Muito bom;15;12;5;11
683;Não;32;Não viaja;1;Ensino Superior;Alto;M;Casado;2332;6;Não;20;0;5;3;Muito bom;3;0;0;2
684;Sim;25;Viaja raramente;19;Ensino Técnico;Alto;H;Casado;2413;1;Sim;18;3;1;2;Muito bom;1;0;0;0
685;Não;40;Viaja raramente;10;Mestrado;Baixo;H;Divorciado;9705;2;Não;12;1;11;2;Bom;1;0;0;0
686;Não;26;Viaja frequentemente;1;Ensino Superior;Alto;H;Solteiro;4294;1;Não;12;0;7;2;Muito bom;7;7;0;7
687;Não;41;Viaja raramente;6;Ensino Superior;Muito Alto;H;Solteiro;4721;2;Sim;13;0;20;3;Muito bom;18;13;2;17
688;Não;36;Viaja raramente;2;Mestrado;Alto;H;Solteiro;2519;4;Não;21;0;16;6;Muito bom;11;8;3;9
689;Sim;19;Viaja raramente;21;Ensino Superior;Muito Alto;H;Solteiro;2121;1;Sim;13;0;1;3;Excelente;1;0;0;0
690;Sim;20;Viaja raramente;4;Ensino Superior;Baixo;H;Solteiro;2973;1;Não;19;0;1;2;Muito bom;1;0;0;0
691;Não;31;Viaja raramente;12;Ensino Superior;Muito Alto;M;Casado;5855;0;Sim;11;2;10;2;Ruim;9;7;8;5
692;Não;40;Viaja frequentemente;9;Mestrado;Muito Alto;H;Divorciado;3617;8;Sim;14;1;3;2;Muito bom;1;1;0;0
693;Não;32;Viaja raramente;3;Mestrado;Alto;M;Casado;6725;1;Não;12;1;8;2;Excelente;8;7;6;3
694;Sim;36;Viaja raramente;3;Ensino Médio;Alto;H;Casado;10325;1;Sim;11;1;16;6;Muito bom;16;7;3;7
695;Não;33;Viaja raramente;1;Ensino Superior;Médio;M;Solteiro;6949;0;Não;14;0;6;3;Muito bom;5;0;1;4
696;Sim;37;Viaja raramente;1;Mestrado;Baixo;H;Casado;10609;5;Não;11;0;17;2;Ruim;14;1;11;7
697;Não;45;Não viaja;4;Ensino Técnico;Alto;H;Casado;4447;1;Não;12;0;9;5;Bom;9;7;0;8
698;Não;29;Viaja frequentemente;20;Ensino Superior;Alto;M;Casado;2157;1;Não;15;1;3;5;Muito bom;3;1;0;2
699;Não;35;Viaja raramente;18;Ensino Superior;Alto;M;Casado;4601;1;Não;16;0;5;3;Muito bom;5;2;1;0
700;Não;52;Viaja raramente;1;Ensino Técnico;Muito Alto;H;Casado;17099;2;Não;15;1;26;2;Bom;9;8;7;8
701;Sim;58;Viaja raramente;2;Ensino Superior;Muito Alto;H;Solteiro;2479;4;Não;24;0;7;4;Muito bom;1;0;0;0
702;Não;53;Viaja raramente;2;Ensino Técnico;Alto;H;Divorciado;14852;6;Não;13;1;22;3;Excelente;17;13;15;2
703;Não;30;Viaja raramente;8;Ensino Técnico;Alto;H;Divorciado;7264;5;Não;11;1;10;2;Excelente;8;4;7;7
704;Não;38;Não viaja;10;Ensino Superior;Alto;M;Solteiro;5666;1;Sim;13;0;6;1;Muito bom;5;3;1;3
705;Não;35;Viaja raramente;3;Mestrado;Muito Alto;H;Divorciado;7823;6;Não;13;1;12;2;Muito bom;10;9;0;8
706;Não;39;Viaja raramente;2;Doutorado;Baixo;H;Solteiro;7880;0;Não;18;0;9;3;Muito bom;8;7;0;7
707;Sim;40;Não viaja;24;Ensino Superior;Médio;M;Solteiro;13194;4;Sim;16;0;22;2;Bom;1;0;0;0
708;Não;47;Viaja frequentemente;16;Mestrado;Alto;H;Divorciado;5067;1;Sim;19;0;20;3;Excelente;19;10;2;7
709;Não;36;Não viaja;8;Mestrado;Baixo;H;Divorciado;5079;4;Não;13;2;12;3;Muito bom;7;7;0;7
710;Sim;31;Não viaja;9;Ensino Técnico;Alto;H;Solteiro;2321;0;Sim;22;0;4;0;Muito bom;3;2;1;2
711;Não;33;Não viaja;17;Ensino Superior;Muito Alto;H;Solteiro;17444;1;Não;11;0;10;2;Muito bom;10;8;6;0
712;Sim;29;Viaja raramente;10;Ensino Superior;Muito Alto;M;Solteiro;2404;6;Sim;20;0;3;5;Muito bom;0;0;0;0
713;Não;33;Viaja raramente;13;Ensino Médio;Médio;M;Solteiro;3452;3;Não;18;0;5;4;Muito bom;3;2;0;2
714;Não;45;Viaja raramente;1;Mestrado;Muito Alto;M;Divorciado;2270;3;Não;14;2;8;2;Muito bom;5;3;0;2
715;Não;50;Viaja raramente;1;Ensino Técnico;Muito Alto;H;Divorciado;17399;9;Não;22;1;32;1;Bom;5;4;1;3
716;Não;33;Viaja frequentemente;1;Mestrado;Alto;M;Casado;5488;1;Sim;13;1;6;2;Muito bom;6;5;1;2
717;Não;41;Viaja frequentemente;9;Ensino Superior;Baixo;H;Divorciado;19419;2;Não;17;1;21;2;Excelente;18;16;0;11
718;Não;27;Viaja raramente;16;Mestrado;Alto;M;Casado;2811;9;Não;14;1;4;2;Muito bom;2;2;2;2
719;Não;45;Não viaja;23;Ensino Técnico;Muito Alto;H;Casado;3633;1;Sim;15;1;9;2;Muito bom;9;8;0;8
720;Não;47;Viaja raramente;4;Ensino Técnico;Muito Alto;M;Solteiro;4163;1;Sim;17;0;9;0;Muito bom;9;0;0;7
721;Sim;30;Viaja raramente;22;Ensino Superior;Baixo;M;Casado;2132;4;Sim;11;0;7;2;Muito bom;5;2;0;1
722;Não;50;Viaja raramente;24;Ensino Superior;Muito Alto;H;Casado;13973;3;Sim;18;1;22;2;Muito bom;12;11;1;5
723;Não;38;Viaja frequentemente;10;Ensino Médio;Alto;H;Casado;2684;0;Não;17;1;3;0;Bom;2;1;0;2
724;Não;46;Viaja raramente;7;Ensino Técnico;Muito Alto;H;Divorciado;10845;6;Não;13;1;13;3;Muito bom;8;7;0;7
725;Não;24;Viaja raramente;17;Ensino Médio;Muito Alto;M;Divorciado;4377;1;Não;15;2;5;6;Muito bom;4;2;3;2
726;Sim;35;Viaja raramente;14;Mestrado;Alto;H;Divorciado;3743;1;Sim;24;1;5;2;Ruim;4;2;0;2
727;Não;31;Viaja frequentemente;1;Ensino Médio;Alto;M;Casado;4148;1;Não;12;1;4;1;Muito bom;4;3;0;3
728;Não;18;Não viaja;5;Ensino Técnico;Médio;H;Solteiro;1051;1;Não;15;0;0;2;Muito bom;0;0;0;0
729;Não;54;Viaja raramente;17;Ensino Superior;Alto;M;Casado;10739;8;Não;11;1;22;2;Muito bom;10;7;0;8
730;Não;35;Viaja raramente;25;Mestrado;Alto;M;Divorciado;10388;1;Sim;11;1;16;3;Bom;16;10;10;1
731;Não;30;Viaja raramente;8;Ensino Técnico;Médio;M;Casado;11416;0;Sim;12;3;9;4;Bom;8;7;1;7
732;Sim;20;Viaja raramente;11;Ensino Superior;Muito Alto;M;Solteiro;2600;1;Sim;15;0;1;2;Muito bom;1;0;0;0
733;Sim;30;Viaja frequentemente;5;Ensino Superior;Médio;M;Solteiro;2422;0;Não;17;0;4;3;Muito bom;3;2;1;2
734;Não;26;Viaja raramente;2;Ensino Técnico;Muito Alto;H;Casado;5472;1;Não;12;0;8;2;Muito bom;8;7;1;3
735;Não;22;Viaja raramente;8;Ensino Médio;Médio;H;Casado;2451;1;Não;15;1;4;3;Bom;4;3;1;1
736;Não;48;Viaja raramente;6;Ensino Superior;Baixo;H;Solteiro;4240;2;Não;13;0;19;0;Muito bom;2;2;2;2
737;Não;48;Viaja raramente;4;Mestrado;Alto;H;Solteiro;10999;7;Não;14;0;27;3;Muito bom;15;11;4;8
738;Não;41;Viaja raramente;7;Ensino Técnico;Muito Alto;M;Solteiro;5003;6;Não;14;0;8;6;Muito bom;2;2;2;1
739;Não;39;Viaja raramente;1;Ensino Médio;Muito Alto;M;Casado;12742;1;Não;16;1;21;3;Muito bom;21;6;11;8
740;Não;27;Viaja raramente;2;Mestrado;Baixo;M;Casado;4227;0;Não;18;1;4;2;Muito bom;3;2;2;2
741;Não;35;Viaja raramente;10;Ensino Superior;Médio;H;Divorciado;3917;1;Não;20;1;3;4;Bom;3;2;1;2
742;Não;42;Viaja raramente;5;Ensino Técnico;Muito Alto;H;Casado;18303;6;Não;13;0;21;3;Excelente;1;0;0;0
743;Não;50;Viaja raramente;9;Ensino Superior;Baixo;H;Casado;2380;4;Não;18;0;8;5;Muito bom;1;0;0;0
744;Não;59;Viaja raramente;2;Ensino Superior;Alto;M;Solteiro;13726;3;Sim;13;0;30;4;Muito bom;5;3;4;3
745;Sim;37;Viaja raramente;11;Ensino Técnico;Baixo;M;Casado;4777;5;Não;15;0;15;2;Ruim;1;0;0;0
746;Não;55;Viaja frequentemente;18;Mestrado;Alto;H;Casado;6385;3;Sim;14;2;17;3;Muito bom;8;7;6;7
747;Não;41;Não viaja;7;Ensino Médio;Médio;M;Divorciado;19973;1;Não;22;2;21;3;Muito bom;21;16;5;10
748;Não;38;Viaja raramente;3;Mestrado;Médio;H;Solteiro;6861;8;Sim;12;0;19;1;Muito bom;1;0;0;0
749;Sim;26;Não viaja;29;Ensino Técnico;Médio;H;Solteiro;4969;8;Não;18;0;7;6;Muito bom;2;2;2;2
750;Sim;52;Viaja raramente;2;Ensino Médio;Baixo;M;Casado;19845;1;Não;15;1;33;3;Muito bom;32;14;6;9
751;Não;44;Viaja raramente;28;Ensino Superior;Muito Alto;M;Casado;13320;3;Sim;18;1;23;2;Muito bom;12;11;11;11
752;Não;50;Não viaja;1;Ensino Superior;Muito Alto;M;Casado;6347;0;Não;12;1;19;3;Muito bom;18;7;0;13
753;Sim;36;Viaja raramente;16;Mestrado;Alto;M;Solteiro;2743;1;Não;16;0;18;1;Muito bom;17;13;15;14
754;Não;39;Viaja frequentemente;22;Ensino Superior;Muito Alto;M;Solteiro;10880;1;Sim;13;0;21;2;Muito bom;21;6;2;8
755;Não;33;Não viaja;8;Ensino Médio;Médio;M;Solteiro;2342;0;Não;19;0;3;2;Bom;2;2;2;2
756;Não;45;Viaja raramente;11;Ensino Técnico;Muito Alto;M;Casado;17650;3;Não;13;1;26;4;Excelente;9;3;1;1
757;Não;32;Não viaja;29;Mestrado;Muito Alto;M;Solteiro;4025;9;Não;12;0;10;2;Muito bom;8;7;7;7
758;Não;34;Viaja raramente;1;Mestrado;Médio;H;Divorciado;9725;0;Não;11;1;16;2;Bom;15;1;0;9
759;Não;59;Viaja raramente;1;Ensino Técnico;Médio;H;Casado;11904;3;Sim;14;1;14;1;Ruim;6;4;0;4
760;Não;45;Viaja raramente;24;Mestrado;Médio;H;Solteiro;2177;1;Não;16;0;6;3;Muito bom;6;3;0;4
761;Não;53;Viaja frequentemente;2;Ensino Superior;Alto;M;Casado;7525;2;Não;12;1;30;2;Muito bom;15;7;6;12
762;Sim;36;Viaja raramente;15;Ensino Superior;Baixo;H;Divorciado;4834;7;Não;14;1;9;3;Bom;1;0;0;0
763;Sim;26;Viaja frequentemente;2;Ensino Superior;Baixo;H;Casado;2042;6;Sim;14;1;6;2;Muito bom;3;2;1;2
764;Não;34;Viaja raramente;10;Mestrado;Alto;M;Casado;2220;1;Sim;19;1;1;2;Muito bom;1;1;0;0
765;Não;28;Viaja raramente;10;Ensino Médio;Muito Alto;H;Casado;1052;1;Não;22;0;1;5;Muito bom;1;0;0;0
766;Não;38;Viaja frequentemente;3;Mestrado;Alto;H;Casado;2821;3;Não;16;1;8;2;Muito bom;2;2;2;2
767;Não;50;Viaja raramente;2;Mestrado;Médio;H;Casado;19237;2;Sim;11;1;29;2;Bom;8;1;7;7
768;Não;37;Viaja raramente;3;Ensino Superior;Muito Alto;M;Solteiro;4107;3;Não;15;0;8;3;Bom;4;3;0;1
769;Não;40;Viaja raramente;26;Ensino Superior;Alto;H;Casado;8396;1;Não;14;1;8;3;Bom;7;7;7;5
770;Não;26;Viaja frequentemente;1;Ensino Médio;Baixo;M;Divorciado;2007;1;Não;13;2;5;5;Muito bom;5;3;1;3
771;Não;46;Viaja raramente;1;Mestrado;Muito Alto;H;Divorciado;19627;9;Não;17;2;23;0;Muito bom;2;2;2;2
772;Não;54;Viaja raramente;2;Mestrado;Alto;M;Casado;10686;6;Não;11;1;13;4;Muito bom;9;4;7;0
773;Não;56;Viaja frequentemente;9;Ensino Superior;Baixo;M;Casado;2942;2;Não;19;1;18;4;Muito bom;5;4;0;3
774;Não;36;Viaja raramente;12;Doutorado;Muito Alto;M;Solteiro;8858;0;Não;11;0;15;2;Bom;14;8;7;8
775;Não;55;Não viaja;2;Ensino Médio;Alto;H;Solteiro;16756;7;Não;15;0;31;3;Excelente;9;7;6;2
776;Não;43;Viaja raramente;25;Ensino Superior;Alto;H;Divorciado;10798;5;Não;13;1;18;5;Muito bom;1;0;0;0
777;Sim;20;Viaja frequentemente;9;Ensino Superior;Muito Alto;M;Solteiro;2323;1;Sim;14;0;2;3;Muito bom;2;2;0;2
778;Sim;21;Viaja raramente;10;Ensino Superior;Alto;M;Solteiro;1416;1;Não;13;0;1;6;Bom;1;0;1;0
779;Não;46;Viaja raramente;8;Mestrado;Muito Alto;M;Divorciado;4615;8;Sim;23;3;19;2;Muito bom;16;13;1;7
780;Sim;51;Viaja raramente;4;Mestrado;Baixo;H;Casado;2461;9;Sim;12;3;18;2;Excelente;10;0;2;7
781;Sim;28;Não viaja;24;Ensino Técnico;Médio;H;Solteiro;8722;1;Não;12;0;10;2;Bom;10;7;1;9
782;Não;26;Viaja raramente;1;Ensino Técnico;Baixo;H;Casado;3955;1;Não;16;2;6;2;Muito bom;5;3;1;3
783;Não;30;Viaja raramente;20;Ensino Superior;Alto;H;Casado;9957;0;Não;15;1;7;1;Bom;6;2;0;2
784;Não;41;Viaja raramente;7;Ensino Técnico;Médio;M;Casado;3376;1;Não;13;0;10;3;Muito bom;10;6;0;8
785;Não;38;Viaja raramente;17;Ensino Médio;Alto;M;Casado;8823;0;Não;18;1;20;4;Bom;19;9;1;9
786;Não;40;Viaja raramente;20;Mestrado;Baixo;H;Casado;10322;4;Não;20;1;14;6;Muito bom;11;10;11;1
787;Não;27;Não viaja;8;Doutorado;Baixo;H;Casado;4621;1;Não;19;3;3;4;Muito bom;3;2;1;2
788;Não;55;Viaja frequentemente;2;Ensino Médio;Muito Alto;H;Casado;10976;3;Não;18;1;23;4;Muito bom;3;2;1;2
789;Não;28;Viaja raramente;10;Ensino Superior;Alto;M;Solteiro;3660;3;Não;13;0;10;4;Excelente;8;7;1;7
790;Sim;44;Viaja raramente;1;Ensino Técnico;Médio;H;Casado;10482;9;Não;14;1;24;1;Muito bom;20;6;3;6
791;Não;33;Viaja raramente;5;Ensino Superior;Muito Alto;H;Divorciado;7119;4;Não;15;1;9;2;Muito bom;3;2;1;2
792;Sim;35;Viaja raramente;4;Ensino Superior;Muito Alto;H;Solteiro;9582;0;Sim;22;0;9;2;Muito bom;8;7;4;7
793;Sim;33;Viaja frequentemente;29;Mestrado;Baixo;M;Solteiro;4508;1;Não;22;0;14;4;Muito bom;13;7;3;8
794;Não;28;Viaja raramente;15;Ensino Técnico;Baixo;H;Divorciado;2207;1;Não;16;1;4;5;Bom;4;2;2;2
795;Não;34;Viaja frequentemente;3;Ensino Médio;Baixo;H;Solteiro;7756;0;Não;17;0;7;1;Bom;6;2;0;4
796;Não;37;Viaja raramente;10;Mestrado;Muito Alto;M;Divorciado;6694;2;Sim;14;3;8;5;Muito bom;1;0;0;0
797;Sim;25;Viaja raramente;4;Ensino Médio;Muito Alto;H;Casado;3691;1;Sim;15;1;7;3;Excelente;7;7;5;6
798;Sim;26;Viaja raramente;21;Ensino Superior;Baixo;H;Divorciado;2377;1;Não;20;1;1;0;Bom;1;1;0;0
799;Sim;33;Viaja raramente;25;Ensino Superior;Baixo;H;Solteiro;2313;4;Sim;20;0;5;0;Muito bom;2;2;2;2
800;Não;42;Viaja raramente;2;Ensino Técnico;Muito Alto;H;Casado;17665;0;Não;17;1;23;3;Muito bom;22;6;13;7
801;Sim;28;Viaja frequentemente;1;Ensino Superior;Baixo;H;Divorciado;2596;1;Não;15;2;1;2;Muito bom;1;0;0;0
802;Sim;50;Viaja frequentemente;1;Mestrado;Muito Alto;H;Solteiro;4728;3;Sim;14;0;5;4;Muito bom;0;0;0;0
803;Não;33;Viaja frequentemente;7;Ensino Superior;Muito Alto;M;Casado;4302;0;Não;17;1;4;3;Muito bom;3;2;0;2
804;Não;34;Não viaja;3;Mestrado;Alto;H;Casado;2979;3;Não;17;3;6;2;Muito bom;0;0;0;0
805;Não;48;Não viaja;1;Mestrado;Baixo;H;Solteiro;16885;2;Não;22;0;27;3;Bom;5;4;2;1
806;Não;45;Não viaja;9;Mestrado;Médio;M;Casado;5593;1;Não;13;1;15;2;Muito bom;15;10;4;12
807;Não;52;Viaja raramente;7;Mestrado;Médio;H;Solteiro;10445;7;Não;19;0;18;4;Muito bom;8;6;4;0
808;Não;38;Viaja raramente;10;Mestrado;Alto;H;Divorciado;8740;0;Sim;14;2;9;2;Muito bom;8;7;2;7
809;Não;29;Viaja raramente;28;Mestrado;Alto;M;Divorciado;2514;4;Não;22;1;11;1;Muito bom;7;5;1;7
810;Não;28;Viaja raramente;3;Ensino Superior;Muito Alto;M;Divorciado;7655;0;Não;17;3;10;3;Bom;9;7;1;7
811;Não;46;Viaja raramente;3;Ensino Médio;Baixo;H;Casado;17465;3;Não;12;1;23;3;Muito bom;12;9;4;9
812;Não;38;Viaja raramente;2;Ensino Técnico;Muito Alto;H;Solteiro;7351;7;Não;16;0;10;2;Muito bom;1;0;0;0
813;Não;43;Viaja frequentemente;27;Ensino Superior;Alto;M;Casado;10820;8;Não;11;1;18;1;Muito bom;8;7;0;1
814;Sim;39;Viaja frequentemente;2;Ensino Superior;Baixo;H;Divorciado;12169;7;Não;11;3;21;4;Muito bom;18;7;11;5
815;Não;40;Viaja raramente;14;Ensino Superior;Alto;H;Solteiro;19626;1;Não;14;0;21;2;Excelente;20;7;4;9
816;Não;21;Viaja raramente;1;Ensino Médio;Muito Alto;M;Solteiro;2070;1;Sim;11;0;2;6;Excelente;2;2;2;2
817;Não;39;Não viaja;9;Ensino Superior;Alto;H;Solteiro;6782;9;Não;15;0;9;2;Bom;5;4;0;3
818;Não;36;Não viaja;18;Mestrado;Baixo;H;Solteiro;7779;2;Não;20;0;18;0;Muito bom;11;9;0;9
819;Não;31;Viaja frequentemente;20;Ensino Superior;Alto;H;Casado;2791;0;Não;12;1;3;4;Muito bom;2;2;2;2
820;Não;28;Viaja raramente;2;Ensino Médio;Baixo;H;Casado;3201;0;Não;17;0;6;2;Ruim;5;3;0;4
821;Não;35;Viaja frequentemente;11;Ensino Técnico;Muito Alto;H;Divorciado;4968;1;Não;11;1;5;3;Muito bom;5;2;0;2
